config_id,mods,density,n_vars,k,n_traj,traj_length,do_proba_learner,do_skeleton_learner,do_KLearner,k_learning_time,BIC_Score,learned_k
"(4, 0.1, 4, 8, 100, 30, False, False, True)",4,0.1,4,8,100,30,False,False,True,5.6623208279997925,32652.703423301165,6
"(4, 0.1, 4, 8, 100, 30, False, False, True)",4,0.1,4,8,100,30,False,False,True,6.4001655989995925,31542.48242284675,8
"(4, 0.1, 4, 8, 100, 30, False, False, True)",4,0.1,4,8,100,30,False,False,True,5.861302360997797,33077.33264228983,7
"(4, 0.1, 4, 8, 100, 30, False, False, True)",4,0.1,4,8,100,30,False,False,True,5.612236683999072,33248.27405523016,6
"(4, 0.1, 4, 8, 100, 30, False, False, True)",4,0.1,4,8,100,30,False,False,True,5.5063245439996535,33298.74766528075,4
"(4, 0.1, 4, 8, 100, 30, False, False, True)",4,0.1,4,8,100,30,False,False,True,6.630001498000638,29633.058395023134,8
"(4, 0.1, 4, 8, 100, 30, False, False, True)",4,0.1,4,8,100,30,False,False,True,5.401232689000608,33186.782469027254,2
"(4, 0.1, 4, 8, 100, 30, False, False, True)",4,0.1,4,8,100,30,False,False,True,5.369472826001584,33267.558945548866,2
"(4, 0.1, 4, 9, 100, 30, False, False, True)",4,0.1,4,9,100,30,False,False,True,5.7731470329999865,32591.517774127056,4
"(4, 0.1, 4, 9, 100, 30, False, False, True)",4,0.1,4,9,100,30,False,False,True,5.634221910000633,33285.47328155913,3
"(4, 0.1, 4, 9, 100, 30, False, False, True)",4,0.1,4,9,100,30,False,False,True,5.456334147998859,33189.298127457936,5
"(4, 0.1, 4, 9, 100, 30, False, False, True)",4,0.1,4,9,100,30,False,False,True,6.1013914279974415,32466.748439987135,9
"(4, 0.1, 4, 9, 100, 30, False, False, True)",4,0.1,4,9,100,30,False,False,True,5.955223401000694,33179.89107671302,7
"(4, 0.1, 4, 9, 100, 30, False, False, True)",4,0.1,4,9,100,30,False,False,True,5.48733832599828,33277.79696999161,4
"(4, 0.1, 4, 9, 100, 30, False, False, True)",4,0.1,4,9,100,30,False,False,True,5.725968924001791,33052.51330306941,4
"(4, 0.1, 4, 9, 100, 30, False, False, True)",4,0.1,4,9,100,30,False,False,True,5.4584537649971026,33306.65649466832,2
"(4, 0.1, 4, 9, 100, 30, False, False, True)",4,0.1,4,9,100,30,False,False,True,5.41193193700019,33182.701411640366,4
"(4, 0.1, 4, 9, 100, 30, False, False, True)",4,0.1,4,9,100,30,False,False,True,5.722032482000941,32975.372796191376,6
"(4, 0.1, 4, 9, 100, 30, False, False, True)",4,0.1,4,9,100,30,False,False,True,5.864561990001675,33200.324173346344,2
"(4, 0.1, 4, 9, 100, 30, False, False, True)",4,0.1,4,9,100,30,False,False,True,5.764235947997804,33199.41949085281,3
"(4, 0.1, 4, 9, 100, 30, False, False, True)",4,0.1,4,9,100,30,False,False,True,5.923840143001144,33234.00241086922,4
"(4, 0.1, 4, 9, 100, 30, False, False, True)",4,0.1,4,9,100,30,False,False,True,5.858897688001889,31566.196466610556,9
"(4, 0.1, 4, 9, 100, 30, False, False, True)",4,0.1,4,9,100,30,False,False,True,5.97122592499727,32795.069223273815,7
"(4, 0.1, 4, 9, 100, 30, False, False, True)",4,0.1,4,9,100,30,False,False,True,5.47132884599705,33275.45979227424,3
"(4, 0.1, 4, 9, 100, 30, False, False, True)",4,0.1,4,9,100,30,False,False,True,5.617645958998764,33305.33751124395,2
"(4, 0.1, 4, 9, 100, 30, False, False, True)",4,0.1,4,9,100,30,False,False,True,5.977017884000816,32889.99833034453,8
"(4, 0.1, 4, 9, 100, 30, False, False, True)",4,0.1,4,9,100,30,False,False,True,5.970409726996877,33068.72604149343,6
"(4, 0.1, 4, 9, 100, 30, False, False, True)",4,0.1,4,9,100,30,False,False,True,5.939120662998903,33114.12559678723,5
