config_id,mods,density,n_vars,k,n_traj,traj_length,do_proba_learner,do_skeleton_learner,do_KLearner,count,recall,precision,fscore,dist2opt,skeleton_count,skeleton_recall,skeleton_precision,skeleton_fscore,skeleton_dist2opt,hamming,structural hamming,learning_time
"(3, 0.1, 4, 2, 500, 30, False, True, False)",3,0.1,4,2,500,30,False,True,False,"{'tp': 2, 'tn': 54, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.005781897000019853
"(3, 0.1, 4, 2, 500, 30, False, True, False)",3,0.1,4,2,500,30,False,True,False,"{'tp': 1, 'tn': 53, 'fp': 1, 'fn': 1}",0.5,0.5,0.5,0.7071067811865476,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.0061150590000806915
"(3, 0.1, 4, 2, 500, 30, False, True, False)",3,0.1,4,2,500,30,False,True,False,"{'tp': 2, 'tn': 54, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.005200365999940004
"(3, 0.1, 4, 2, 500, 30, False, True, False)",3,0.1,4,2,500,30,False,True,False,"{'tp': 2, 'tn': 54, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.005605368000033195
"(3, 0.1, 4, 2, 500, 30, False, True, False)",3,0.1,4,2,500,30,False,True,False,"{'tp': 1, 'tn': 53, 'fp': 1, 'fn': 1}",0.5,0.5,0.5,0.7071067811865476,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,2,0.005554379000045628
"(3, 0.1, 4, 2, 500, 30, False, True, False)",3,0.1,4,2,500,30,False,True,False,"{'tp': 2, 'tn': 54, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.005611857999952008
"(3, 0.1, 4, 2, 500, 30, False, True, False)",3,0.1,4,2,500,30,False,True,False,"{'tp': 2, 'tn': 54, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.007155693999948198
"(3, 0.1, 4, 2, 500, 40, False, True, False)",3,0.1,4,2,500,40,False,True,False,"{'tp': 2, 'tn': 54, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.00561216100004458
"(3, 0.1, 4, 2, 500, 40, False, True, False)",3,0.1,4,2,500,40,False,True,False,"{'tp': 2, 'tn': 54, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.0054893799999717885
"(3, 0.1, 4, 2, 500, 40, False, True, False)",3,0.1,4,2,500,40,False,True,False,"{'tp': 1, 'tn': 53, 'fp': 1, 'fn': 1}",0.5,0.5,0.5,0.7071067811865476,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.00683029100002841
"(3, 0.1, 4, 2, 500, 40, False, True, False)",3,0.1,4,2,500,40,False,True,False,"{'tp': 1, 'tn': 53, 'fp': 1, 'fn': 1}",0.5,0.5,0.5,0.7071067811865476,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,2,0.0061962309999898935
"(3, 0.1, 4, 2, 500, 40, False, True, False)",3,0.1,4,2,500,40,False,True,False,"{'tp': 0, 'tn': 52, 'fp': 2, 'fn': 2}",0.0,0.0,0.0,1.4142135623730951,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.006290612999919176
"(3, 0.1, 4, 2, 500, 40, False, True, False)",3,0.1,4,2,500,40,False,True,False,"{'tp': 2, 'tn': 54, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.005157226999926934
"(3, 0.1, 4, 2, 500, 40, False, True, False)",3,0.1,4,2,500,40,False,True,False,"{'tp': 2, 'tn': 54, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.006559810999988258
"(3, 0.1, 4, 2, 500, 40, False, True, False)",3,0.1,4,2,500,40,False,True,False,"{'tp': 1, 'tn': 53, 'fp': 1, 'fn': 1}",0.5,0.5,0.5,0.7071067811865476,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.006754410000098687
"(3, 0.1, 4, 2, 500, 40, False, True, False)",3,0.1,4,2,500,40,False,True,False,"{'tp': 2, 'tn': 54, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.0059134240000275895
"(3, 0.1, 4, 2, 500, 40, False, True, False)",3,0.1,4,2,500,40,False,True,False,"{'tp': 2, 'tn': 54, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.005413605000057942
"(3, 0.1, 4, 2, 500, 40, False, True, False)",3,0.1,4,2,500,40,False,True,False,"{'tp': 2, 'tn': 54, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.0074877329999480935
"(3, 0.1, 4, 2, 500, 40, False, True, False)",3,0.1,4,2,500,40,False,True,False,"{'tp': 2, 'tn': 54, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.0055462970000235146
"(3, 0.1, 4, 2, 500, 40, False, True, False)",3,0.1,4,2,500,40,False,True,False,"{'tp': 1, 'tn': 53, 'fp': 1, 'fn': 1}",0.5,0.5,0.5,0.7071067811865476,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.0071602680000069086
"(3, 0.1, 4, 2, 500, 40, False, True, False)",3,0.1,4,2,500,40,False,True,False,"{'tp': 1, 'tn': 54, 'fp': 0, 'fn': 1}",0.5,1.0,0.6666666666666666,0.5,"{'tp': 1, 'tn': 26, 'fp': 0, 'fn': 1}",0.5,1.0,0.6666666666666666,0.5,1,1,0.004667569999924126
"(3, 0.1, 4, 2, 500, 40, False, True, False)",3,0.1,4,2,500,40,False,True,False,"{'tp': 2, 'tn': 54, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.005680276000020967
"(3, 0.1, 4, 2, 500, 40, False, True, False)",3,0.1,4,2,500,40,False,True,False,"{'tp': 2, 'tn': 54, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.005969284999991942
"(3, 0.1, 4, 2, 500, 40, False, True, False)",3,0.1,4,2,500,40,False,True,False,"{'tp': 2, 'tn': 54, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.006490500000040811
"(3, 0.1, 4, 2, 500, 40, False, True, False)",3,0.1,4,2,500,40,False,True,False,"{'tp': 2, 'tn': 54, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.00601524100000006
